"ID","trial_n","manipulation","procedure","trial_type","arm","condition","dermatome","cold_probe","order","coolTemp","warmTemp","VASinit","VASburn","VASwarm","VAScold","RTinit","RTburn","RTwarm","RTcold"
"004",21,"TGI",4,7,"L","across","both","caudal",4,1,20,53.2552083333333,29.9479166666667,0,19.7916666666667,2.52824270003475,3.08787899999879,3.07862939988263,3.03756500012241
"004",22,"CNT",4,8,"R","across","both","rostral",4,2,20,3.90625,4.55729166666667,0,28.90625,4.47823869995773,5.17003579996526,2.9087667001877,3.26993760000914
"004",22,"TGI",4,8,"R","across","both","rostral",4,1,20,59.375,60.6770833333333,16.1458333333333,11.71875,3.4788557998836,2.03823979990557,5.14121249993332,3.53733230009675
"004",23,"CNT",4,8,"R","across","both","rostral",4,2,20,3.90625,2.99479166666667,0,24.21875,4.08987549995072,2.97115219989792,3.37047039996833,4.59728270000778
"004",23,"TGI",4,8,"R","across","both","rostral",4,1,20,74.0885416666667,68.4895833333333,65.1041666666667,8.85416666666667,5.24448029999621,2.80481500015594,2.32092850003392,2.75421290006489
"004",24,"CNT",4,8,"R","across","both","rostral",4,2,20,6.11979166666667,2.47395833333333,0,36.8489583333333,2.97902279999107,3.55891799996607,2.55424979981035,3.28740939986892
"004",24,"TGI",4,8,"R","across","both","rostral",4,1,20,61.328125,62.109375,13.1510416666667,64.9739583333333,2.64556899992749,2.99392480007373,2.8301005999092,1.73799749999307
"004",25,"CNT",4,1,"L","within","T1","proximal",4,2,20,0,0,0,10.6770833333333,3.39440360013396,3.40738730016164,2.33793269982561,2.5212669998873
"004",25,"TGI",4,1,"L","within","T1","proximal",4,1,20,34.765625,32.1614583333333,23.6979166666667,12.2395833333333,4.99100779998116,5.2443409000989,3.11684889998287,4.91977940010838
"004",26,"CNT",4,1,"L","within","T1","proximal",4,2,20,0,0,0,17.8385416666667,2.52723850007169,2.99482520017773,3.78736609988846,3.40375910000876
"004",26,"TGI",4,1,"L","within","T1","proximal",4,1,20,33.7239583333333,27.734375,0,21.484375,2.28885410004295,2.3809014998842,4.38686119997874,3.35463370010257
"004",27,"CNT",4,1,"L","within","T1","proximal",4,2,20,0,0,0,6.11979166666667,3.99310639989562,3.6455006999895,2.51892099995166,4.12047629989684
"004",27,"TGI",4,1,"L","within","T1","proximal",4,1,20,45.9635416666667,30.46875,3.125,23.9583333333333,3.78961699991487,3.80376859987155,4.10674499999732,2.28764940006658
"004",28,"CNT",4,2,"R","within","C6","proximal",4,2,20,0,0,0,35.8072916666667,3.33875180012546,2.93710540002212,3.17168469983153,2.9435894000344
"004",28,"TGI",4,2,"R","within","C6","proximal",4,1,20,63.8020833333333,64.453125,67.7083333333333,8.07291666666667,3.5238182998728,4.36974709993228,4.06776649993844,3.45396610000171
"004",29,"CNT",4,2,"R","within","C6","proximal",4,2,20,0,0,0,16.5364583333333,2.95619160006754,3.48693280015141,3.05426379991695,3.85639319987968
"004",29,"TGI",4,2,"R","within","C6","proximal",4,1,20,64.3229166666667,58.59375,65.3645833333333,0.390625,5.13525539985858,2.97110549989156,3.61540129990317,4.63128450000659
"004",3,"CNT",4,1,"L","within","T1","proximal",4,2,20,0,0.130208333333333,0,4.42708333333333,2.84087630012073,4.16228280006908,2.84601720003411,3.15374820004217
"004",3,"TGI",4,1,"L","within","T1","proximal",4,1,20,0.130208333333333,0,1.953125,4.55729166666667,4.04634889983572,3.40418089996092,7.73509079986252,4.39288160018623
"004",30,"CNT",4,2,"R","within","C6","proximal",4,2,20,0,0,0,17.1875,3.04389950004406,3.03787610004656,3.19451059983112,2.48761030007154
"004",30,"TGI",4,2,"R","within","C6","proximal",4,1,20,58.59375,59.5052083333333,64.3229166666667,0,3.58283299999312,3.30826169997454,2.57122549996711,3.67097510001622
"004",31,"CNT",4,3,"L","across","both","rostral",4,2,20,0,4.296875,0,7.8125,2.42385180015117,4.64430150017142,3.10411359998398,2.6543374999892
"004",31,"TGI",4,3,"L","across","both","rostral",4,1,20,44.921875,18.8802083333333,12.2395833333333,5.33854166666667,3.47692340007052,3.75379570014775,3.55407119984739,5.58910320000723
"004",32,"CNT",4,3,"L","across","both","rostral",4,2,20,0,0,0,10.546875,2.33169410005212,3.30452789994888,2.67491349996999,2.4883995000273
"004",32,"TGI",4,3,"L","across","both","rostral",4,1,20,33.8541666666667,31.640625,6.38020833333333,9.50520833333333,3.22861510002986,3.3250847000163,5.28628589981236,3.23751899995841
"004",33,"CNT",4,3,"L","across","both","rostral",4,2,20,0,0,0,9.63541666666667,2.64847489981912,3.00413269991986,2.86304049985483,2.36012910003774
"004",33,"TGI",4,3,"L","across","both","rostral",4,1,20,24.4791666666667,15.234375,3.25520833333333,21.875,2.91633179993369,3.72055580001324,2.73742810008116,2.97744239983149
"004",34,"CNT",4,4,"R","across","both","caudal",4,2,20,3.38541666666667,3.25520833333333,0,10.6770833333333,4.91791139985435,4.48674770002253,2.61276839999482,2.80925459996797
"004",34,"TGI",4,4,"R","across","both","caudal",4,1,20,26.0416666666667,43.75,13.4114583333333,49.0885416666667,3.1317366999574,3.04518459993415,4.19417479983531,2.78795820008963
"004",35,"CNT",4,4,"R","across","both","caudal",4,2,20,6.51041666666667,6.77083333333333,0,36.8489583333333,5.52813369990326,3.19643969996832,2.48797240015119,3.6290708000306
"004",35,"TGI",4,4,"R","across","both","caudal",4,1,20,29.4270833333333,16.6666666666667,0,51.6927083333333,2.13784560002387,3.15328540001065,4.80028260010295,2.92151009989902
"004",36,"CNT",4,4,"R","across","both","caudal",4,2,20,3.90625,3.64583333333333,0,32.9427083333333,3.37871309998445,4.77068640012294,5.60826819995418,3.91232150001451
"004",36,"TGI",4,4,"R","across","both","caudal",4,1,20,13.4114583333333,11.8489583333333,0,39.7135416666667,4.07246930012479,4.28124619997106,3.72040799981914,4.57012559985742
"004",37,"CNT",4,5,"L","within","C6","distal",4,2,20,0,0,0,0,3.12383799999952,3.32411219994538,6.38568970002234,2.92098819999956
"004",37,"TGI",4,5,"L","within","C6","distal",4,1,20,15.8854166666667,13.28125,14.3229166666667,0,3.54953519999981,2.57154550007544,2.4043912999332,4.1498425998725
"004",38,"CNT",4,5,"L","within","C6","distal",4,2,20,0,0,0,7.68229166666667,3.56188110006042,4.35352220013738,2.78790799994022,3.4082029000856
"004",38,"TGI",4,5,"L","within","C6","distal",4,1,20,13.5416666666667,8.33333333333333,0,14.5833333333333,2.88224570010789,2.97894720011391,3.97832310013473,4.07091480004601
"004",39,"CNT",4,5,"L","within","C6","distal",4,2,20,6.11979166666667,1.82291666666667,0,18.6197916666667,2.84884720016271,3.37048920011148,2.27441040007398,2.80442530009896
"004",39,"TGI",4,5,"L","within","C6","distal",4,1,20,12.6302083333333,11.4583333333333,0,4.42708333333333,3.15250140009448,3.40346509986557,3.51206670003012,3.81087579997256
"004",4,"CNT",4,2,"R","within","C6","proximal",4,2,20,5.859375,2.60416666666667,0,11.4583333333333,4.3564303999301,3.00459180003963,2.90367269981652,2.46023990004323
"004",4,"TGI",4,2,"R","within","C6","proximal",4,1,20,50.5208333333333,61.328125,54.8177083333333,0,5.61919699981809,4.53580530011095,3.63712630001828,3.72109950007871
"004",40,"CNT",4,6,"R","within","T1","distal",4,2,20,3.64583333333333,4.296875,0,40.1041666666667,3.22915280004963,4.82459870004095,3.40392069984227,2.20452609984204
"004",40,"TGI",4,6,"R","within","T1","distal",4,1,20,11.328125,23.9583333333333,19.53125,14.0625,3.61278970004059,3.4541303999722,6.04375950014219,3.69640859984793
"004",41,"CNT",4,6,"R","within","T1","distal",4,2,20,4.42708333333333,2.86458333333333,0,11.4583333333333,3.20441000000574,3.07147020008415,3.33827519998886,2.32097409991547
"004",41,"TGI",4,6,"R","within","T1","distal",4,1,20,14.84375,26.3020833333333,0,36.9791666666667,2.47939749993384,2.36271609994583,3.79292310005985,2.33755689999089
"004",42,"CNT",4,6,"R","within","T1","distal",4,2,20,4.55729166666667,1.953125,0,33.4635416666667,3.14614169998094,4.37746450002305,2.73512919992208,2.11331869987771
"004",42,"TGI",4,6,"R","within","T1","distal",4,1,20,18.359375,23.1770833333333,0,35.4166666666667,2.5371317001991,2.93759059999138,3.32112280000001,2.22135729994625
"004",43,"CNT",4,7,"L","across","both","caudal",4,2,20,0,0,0,10.8072916666667,2.5022257999517,2.8916048000101,2.92076449980959,2.32098979991861
"004",43,"TGI",4,7,"L","across","both","caudal",4,1,20,9.63541666666667,12.109375,0,31.7708333333333,3.12872929987498,2.61286009987816,4.48703459999524,3.30420190002769
"004",44,"CNT",4,7,"L","across","both","caudal",4,2,20,1.171875,0,0,4.296875,4.11437080008909,4.80308629991487,2.6990393998567,3.17898100009188
"004",44,"TGI",4,7,"L","across","both","caudal",4,1,20,17.3177083333333,17.3177083333333,0,4.81770833333333,3.22606780007482,3.20554630015977,3.6702898000367,4.67003289982677
"004",45,"CNT",4,7,"L","across","both","caudal",4,2,20,2.60416666666667,0,0,15.3645833333333,4.99458820000291,4.70285600004718,3.32017520000227,2.62103529996239
"004",45,"TGI",4,7,"L","across","both","caudal",4,1,20,2.60416666666667,0,0,17.96875,4.27218990004621,3.77074759989046,3.33745240001008,2.52981219999492
"004",46,"CNT",4,8,"R","across","both","rostral",4,2,20,5.98958333333333,5.20833333333333,0,42.3177083333333,4.72942300001159,4.00384480017237,3.55374690005556,2.35953800007701
"004",46,"TGI",4,8,"R","across","both","rostral",4,1,20,12.890625,17.4479166666667,58.59375,0,3.0508224000223,2.79735770006664,4.1369626999367,3.51208829996176
"004",47,"CNT",4,8,"R","across","both","rostral",4,2,20,5.078125,3.125,0,32.6822916666667,3.41337829991244,3.276446999982,2.2211029001046,1.98848219984211
"004",47,"TGI",4,8,"R","across","both","rostral",4,1,20,26.8229166666667,41.9270833333333,0,37.6302083333333,2.60401230002753,2.50466920016333,3.27131250011735,4.19117589993402
"004",48,"CNT",4,8,"R","across","both","rostral",4,2,20,4.94791666666667,7.55208333333333,0,13.4114583333333,2.86369230016135,3.20395290013403,3.14571509999223,2.29800039995462
"004",48,"TGI",4,8,"R","across","both","rostral",4,1,20,26.0416666666667,30.2083333333333,0,45.5729166666667,3.27180109987967,2.5294242000673,2.8879591000732,2.49617459997535
"004",5,"CNT",4,2,"R","within","C6","proximal",4,2,20,0,0,0,23.5677083333333,3.30827530007809,2.83732669986784,3.12119390000589,1.92070799996145
"004",5,"TGI",4,2,"R","within","C6","proximal",4,1,20,52.8645833333333,52.2135416666667,58.984375,6.77083333333333,4.15489890007302,4.40358330006711,3.69596090004779,4.85933850007132
"004",6,"CNT",4,2,"R","within","C6","proximal",4,2,20,1.953125,3.25520833333333,0,20.3125,3.71590459998697,3.58739449991845,4.28054050006904,2.21320099988952
"004",6,"TGI",4,2,"R","within","C6","proximal",4,1,20,59.765625,61.71875,38.5416666666667,31.3802083333333,3.73249890003353,3.67637640004978,4.0698839998804,4.17846329999156
"004",7,"CNT",4,3,"L","across","both","rostral",4,2,20,0.390625,0.651041666666667,0.260416666666667,2.734375,3.97855270002037,3.3583788999822,3.58713690005243,4.30356830009259
"004",7,"TGI",4,3,"L","across","both","rostral",4,1,20,19.140625,47.5260416666667,16.6666666666667,19.4010416666667,3.6119822000619,2.90408589993604,3.86213260004297,3.39838350005448
"004",8,"CNT",4,3,"L","across","both","rostral",4,2,20,0,0,0,3.515625,3.31847210018896,3.92736379988492,3.36226830002852,3.22073599998839
"004",8,"TGI",4,3,"L","across","both","rostral",4,1,20,47.1354166666667,50,7.68229166666667,18.359375,5.83980040019378,3.70359860011376,3.67022339999676,3.29679440008476
"004",9,"CNT",4,3,"L","across","both","rostral",4,2,20,0,0,0,0,3.60167960007675,3.55669380002655,2.93732329993509,2.82087070005946
"004",9,"TGI",4,3,"L","across","both","rostral",4,1,20,58.4635416666667,54.5572916666667,22.65625,28.6458333333333,3.81317570013925,4.50917520001531,3.51225289981812,2.8713781000115
"005",1,"CNT",1,1,"R","across","both","rostral",5,1,15,0,3.90625,NA,NA,7.41158240009099,6.06729320017621,8.00547480001114,8.00818520016037
"005",1,"TGI",1,1,"R","across","both","rostral",5,1,15,26.953125,38.8020833333333,56.1197916666667,30.078125,4.55187879991718,5.73318009986542,3.47238520020619,2.21564730000682
"005",10,"CNT",1,4,"L","within","C6","distal",5,1,15,24.3489583333333,27.34375,NA,47.3958333333333,6.28770949994214,6.59362880000845,8.02258170000277,6.72415350005031
"005",10,"TGI",1,4,"L","within","C6","distal",5,1,15,43.6197916666667,48.6979166666667,66.015625,34.5052083333333,5.83643269981258,5.19659970002249,3.69821900012903,3.32551770005375
"005",11,"CNT",1,4,"L","within","C6","distal",5,1,15,NA,47.3958333333333,39.5833333333333,51.0416666666667,8.01905140001327,4.95871060015634,4.39175419998355,5.93737389985472
"005",11,"TGI",1,4,"L","within","C6","distal",5,1,15,59.1145833333333,58.59375,72.0052083333333,57.2916666666667,3.66034659999423,4.3920885999687,4.28435679990798,5.40611129999161
"005",12,"CNT",1,4,"L","within","C6","distal",5,1,15,51.953125,50.5208333333333,18.8802083333333,65.3645833333333,6.89675420010462,5.24122490012087,5.6575152000878,4.94312619999982
"005",12,"TGI",1,4,"L","within","C6","distal",5,1,15,47.1354166666667,39.453125,51.953125,49.609375,6.72128779999912,8.02693460020237,4.33914469997399,4.57156000006944
"005",13,"CNT",1,5,"R","across","both","caudal",5,1,15,3.515625,8.07291666666667,41.015625,7.8125,7.96281359996647,3.04057599999942,4.02590799983591,7.65495310002007
"005",13,"TGI",1,5,"R","across","both","caudal",5,1,15,57.2916666666667,70.4427083333333,62.109375,42.1875,4.48126629996113,5.30341839999892,7.58910280000418,3.95947079989128
"005",14,"CNT",1,5,"R","across","both","caudal",5,1,15,NA,NA,19.0104166666667,52.0833333333333,8.01269729994237,8.00169260008261,4.42886260012165,2.92858109995723
"005",14,"TGI",1,5,"R","across","both","caudal",5,1,15,73.046875,68.2291666666667,72.0052083333333,50.78125,3.41411799984053,6.67147850012407,6.589348499896,4.69191329996102
"005",15,"CNT",1,5,"R","across","both","caudal",5,1,15,NA,14.1927083333333,25.6510416666667,40.625,8.02187720010988,7.72397430008277,6.88195199985057,6.45367339998484
"005",15,"TGI",1,5,"R","across","both","caudal",5,1,15,67.7083333333333,65.1041666666667,63.8020833333333,36.4583333333333,3.26970080006868,3.56260370020755,3.56734670000151,5.0329942998942
"005",16,"CNT",1,6,"L","across","both","rostral",5,1,15,NA,61.71875,14.5833333333333,61.0677083333333,8.00939660007134,4.40646720002405,5.18743080017157,6.04344079992734
"005",16,"TGI",1,6,"L","across","both","rostral",5,1,15,58.0729166666667,60.8072916666667,63.4114583333333,61.328125,5.98699510004371,3.29421550012194,2.77894280012697,7.22885910002515
"005",17,"CNT",1,6,"L","across","both","rostral",5,1,15,NA,50.9114583333333,25.5208333333333,57.1614583333333,8.02789419982582,5.82891300017945,5.75140929990448,4.54511139984243
"005",17,"TGI",1,6,"L","across","both","rostral",5,1,15,47.1354166666667,32.03125,36.1979166666667,55.46875,3.56400410016067,6.22450619982556,1.79345200001262,6.12191699980758
"005",18,"CNT",1,6,"L","across","both","rostral",5,1,15,49.21875,59.1145833333333,25.9114583333333,63.5416666666667,4.25224970001727,4.9067108000163,6.39147539995611,7.2100959001109
"005",18,"TGI",1,6,"L","across","both","rostral",5,1,15,43.0989583333333,35.2864583333333,57.421875,59.1145833333333,4.91014110017568,5.21860380005091,4.18653399986215,2.27887909999117
"005",19,"CNT",1,7,"R","within","C6","proximal",5,1,15,NA,3.64583333333333,55.7291666666667,42.7083333333333,8.01941549987532,6.46311850007623,3.6523963001091,6.62464440008625
"005",19,"TGI",1,7,"R","within","C6","proximal",5,1,15,38.4114583333333,31.640625,54.0364583333333,50.78125,5.63772709993646,4.05925299995579,5.69160779984668,4.06470069987699
"005",2,"CNT",1,1,"R","across","both","rostral",5,1,15,NA,3.25520833333333,1.953125,20.1822916666667,8.0049038999714,6.48151819990017,7.92832990013994,5.94449570006691
"005",2,"TGI",1,1,"R","across","both","rostral",5,1,15,41.1458333333333,25.390625,50,33.8541666666667,7.5381312998943,5.77765540010296,3.07709229993634,4.96328829997219
"005",20,"CNT",1,7,"R","within","C6","proximal",5,1,15,NA,16.1458333333333,26.6927083333333,40.8854166666667,8.02214849996381,4.24492930015549,4.82454820000567,5.75582220009528
"005",20,"TGI",1,7,"R","within","C6","proximal",5,1,15,55.2083333333333,35.546875,56.640625,49.7395833333333,5.49908209987916,7.43493150011636,5.29153399984352,6.92408489994705
"005",21,"CNT",1,7,"R","within","C6","proximal",5,1,15,NA,NA,NA,50.390625,8.03323419997469,8.01380810001865,8.02105579990894,4.34043229999952
"005",21,"TGI",1,7,"R","within","C6","proximal",5,1,15,69.140625,73.5677083333333,72.7864583333333,41.6666666666667,5.51339500001632,7.11607889994048,4.98994410014711,4.11376009997912
"005",22,"CNT",1,8,"L","within","T1","proximal",5,1,15,NA,NA,55.859375,NA,8.02710589999333,8.02311840001494,6.06503419997171,8.01630229991861
"005",22,"TGI",1,8,"L","within","T1","proximal",5,1,15,32.9427083333333,32.9427083333333,56.25,NA,2.60138510004617,5.39372420008294,2.59279080014676,8.00759809999727
"005",23,"CNT",1,8,"L","within","T1","proximal",5,1,15,NA,26.4322916666667,NA,NA,8.02000489993952,5.53781870007515,8.02412379998714,8.01262550009415
"005",23,"TGI",1,8,"L","within","T1","proximal",5,1,15,45.9635416666667,39.0625,51.6927083333333,35.6770833333333,4.19131159991957,4.38279270008206,3.01489190012217,3.25995370000601
"005",24,"CNT",1,8,"L","within","T1","proximal",5,1,15,NA,22.5260416666667,NA,42.96875,8.00201539997943,5.7584156000521,8.02805639989674,4.85585689987056
"005",24,"TGI",1,8,"L","within","T1","proximal",5,1,15,35.4166666666667,33.7239583333333,46.2239583333333,49.21875,6.83120449981652,2.67473630001768,7.26122560002841,2.86654849979095
"005",25,"CNT",1,1,"R","across","both","rostral",5,1,15,NA,NA,NA,NA,8.01439699996263,8.03256499976851,8.02387719997205,8.02359320013784
"005",25,"TGI",1,1,"R","across","both","rostral",5,1,15,31.9010416666667,29.8177083333333,30.5989583333333,26.5625,5.1623623999767,4.12510220007971,2.99334760010242,4.38883830001578
"005",26,"CNT",1,1,"R","across","both","rostral",5,1,15,32.5520833333333,26.4322916666667,NA,NA,6.43688850011677,4.29744019987993,8.01399080012925,8.0223224000074
"005",26,"TGI",1,1,"R","across","both","rostral",5,1,15,34.765625,30.859375,42.7083333333333,43.8802083333333,4.93703099992126,3.86377910012379,4.25918600009754,4.5587097001262
"005",27,"CNT",1,1,"R","across","both","rostral",5,1,15,NA,NA,NA,63.5416666666667,8.00305319996551,8.02325399988331,8.01247789990157,4.58784149982966
"005",27,"TGI",1,1,"R","across","both","rostral",5,1,15,49.21875,52.2135416666667,58.3333333333333,21.2239583333333,4.37040050001815,2.70643160003237,4.93582040001638,5.09192509995773
"005",28,"CNT",1,2,"L","across","both","caudal",5,1,15,NA,NA,NA,NA,8.03178400010802,8.02496429998428,8.02421479998156,8.02326739998534
"005",28,"TGI",1,2,"L","across","both","caudal",5,1,15,53.90625,63.0208333333333,74.3489583333333,28.90625,4.10057100001723,3.85976490005851,3.32543039997108,4.34171280008741
"005",29,"CNT",1,2,"L","across","both","caudal",5,1,15,NA,NA,NA,NA,8.00372899998911,8.03031589998864,8.00942709995434,8.00967489997856
"005",29,"TGI",1,2,"L","across","both","caudal",5,1,15,50,49.0885416666667,62.7604166666667,48.6979166666667,4.86364139989018,5.65668430016376,2.7464666001033,5.19238569983281
"005",3,"CNT",1,1,"R","across","both","rostral",5,1,15,NA,NA,5.078125,NA,8.03010889980942,8.02046260004863,6.52371019986458,8.0227168998681
"005",3,"TGI",1,1,"R","across","both","rostral",5,1,15,51.171875,46.3541666666667,62.3697916666667,33.3333333333333,4.42719230009243,3.05951689998619,2.48845669999719,2.6930674999021
"005",30,"CNT",1,2,"L","across","both","caudal",5,1,15,NA,NA,NA,NA,8.02430459996685,8.02600810001604,8.02375150006264,8.01768020004965
"005",30,"TGI",1,2,"L","across","both","caudal",5,1,15,49.3489583333333,58.0729166666667,52.4739583333333,58.59375,6.50550710014068,5.3329465999268,2.52738970005885,2.42635879991576
"005",31,"CNT",1,3,"R","within","T1","distal",5,1,15,NA,NA,NA,NA,8.02918630000204,8.00251489994116,8.0223758998327,8.00344579992816
"005",31,"TGI",1,3,"R","within","T1","distal",5,1,15,43.75,55.859375,55.078125,37.7604166666667,4.43537790002301,5.28742509987205,3.02682969998568,6.30779460002668
"005",32,"CNT",1,3,"R","within","T1","distal",5,1,15,NA,NA,NA,NA,8.0191375000868,8.02336949994788,8.02345259999856,8.00066819996573
"005",32,"TGI",1,3,"R","within","T1","distal",5,1,15,56.1197916666667,61.0677083333333,73.046875,34.6354166666667,4.76528370007873,2.49329899996519,6.25780629995279,3.45931910001673
"005",33,"CNT",1,3,"R","within","T1","distal",5,1,15,NA,NA,NA,NA,8.00835900008678,8.02435300010256,8.01783549995162,8.02366170007735
"005",33,"TGI",1,3,"R","within","T1","distal",5,1,15,59.2447916666667,58.203125,66.1458333333333,23.4375,4.24584390013479,4.4927291998174,4.0560180998873,4.69208270008676
"005",34,"CNT",1,4,"L","within","C6","distal",5,1,15,NA,NA,NA,NA,8.02728709997609,8.01749540003948,8.01305239996873,8.01875259983353
"005",34,"TGI",1,4,"L","within","C6","distal",5,1,15,58.59375,64.7135416666667,40.8854166666667,68.8802083333333,6.03179039992392,2.85254299989901,4.99155340017751,2.08605660009198
"005",35,"CNT",1,4,"L","within","C6","distal",5,1,15,NA,NA,NA,NA,8.02588449977338,8.02323720022105,8.01834019995295,8.01760959997773
"005",35,"TGI",1,4,"L","within","C6","distal",5,1,15,66.796875,64.7135416666667,62.2395833333333,50.9114583333333,6.29151930008084,5.19758909987286,3.54898949991912,2.66498649981804
"005",36,"CNT",1,4,"L","within","C6","distal",5,1,15,NA,NA,NA,NA,8.02149530011229,8.01840780000202,8.02383930003271,8.02401309995912
"005",36,"TGI",1,4,"L","within","C6","distal",5,1,15,74.4791666666667,85.0260416666667,77.6041666666667,51.171875,6.32393559999764,4.55958290002309,2.99309089989401,5.68116179993376
"005",37,"CNT",1,5,"R","across","both","caudal",5,1,15,NA,NA,NA,NA,8.00313719990663,8.02855399996042,8.0292010998819,8.01094889990054
"005",37,"TGI",1,5,"R","across","both","caudal",5,1,15,68.6197916666667,59.8958333333333,65.625,42.578125,4.28998130001128,4.68605699995533,5.72388209984638,5.84882369986735
"005",38,"CNT",1,5,"R","across","both","caudal",5,1,15,NA,NA,NA,NA,8.02147189993411,8.02144189993851,8.02377329999581,8.03065899992362
"005",38,"TGI",1,5,"R","across","both","caudal",5,1,15,78.515625,73.6979166666667,78.6458333333333,59.2447916666667,6.16008040006272,4.84919959981926,3.59329309989698,4.7923530000262
"005",39,"CNT",1,5,"R","across","both","caudal",5,1,15,NA,NA,NA,NA,8.02390600019135,8.02362870005891,8.02376349992119,8.01612560008653
"005",39,"TGI",1,5,"R","across","both","caudal",5,1,15,NA,77.734375,77.734375,60.15625,8.02952049998567,3.19291199999861,3.49186539999209,3.79311449988745
